x,y,z
0.14304132126761943,-1.0871981935624726,-1.3968555284927842
0.1404374852575383,-1.0914630165653145,-1.4163611704432764
0.13783380730530206,-1.0957280787431853,-1.4358668116968523
0.13523028728195388,-1.099993379900947,-1.4553724522540945
0.1476301370507543,-1.099258284655037,-1.4848738237169332
0.1600306275470564,-1.0985231407400922,-1.5143751943820474
0.17243175847374131,-1.0977879481786819,-1.5438765642498962
0.16981524984413143,-1.10705525443325,-1.5083823711471844
0.16719881799905495,-1.1163228097354434,-1.4728881779720435
0.16458246291093873,-1.1255906139958303,-1.4373939847245107
0.1669780935710936,-1.129857562910351,-1.4418982498967146
0.16937480725023868,-1.1341250456829002,-1.4464025114012558
0.17177260198121075,-1.138393061343796,-1.4509067692450976
0.16417709763303523,-1.1476605199188583,-1.4804139210004166
0.156581496834569,-1.1569282971295898,-1.509921073633556
0.14898579963041458,-1.1661963928286425,-1.5394282271441313
0.14139000606513813,-1.175464806868789,-1.5689353815317606
0.13379411618326953,-1.1847335391029215,-1.598442536796062
0.12619812993619586,-1.1940025893858968,-1.6279496929371686
0.1285936848452296,-1.2082748065102598,-1.6224543084530298
0.13099029815359947,-1.2225489464309973,-1.6169589244490767
0.13338796799208985,-1.2368250057523003,-1.6114635409254638
0.13078456505708153,-1.2461022159212283,-1.6009693305732537
0.1281814459593396,-1.255380391639063,-1.590475120003075
0.12557861030168138,-1.2646595315546794,-1.5799809092154398
0.12798818330032535,-1.2689370963655728,-1.614485153917031
0.13039796428728553,-1.273214764258719,-1.6489893979106642
0.1328079531883638,-1.2774925351973447,-1.6834936411966004
0.12521230032806552,-1.2817713695043962,-1.6980005965720633
0.11761642579721235,-1.2860505187880247,-1.7125075531787795
0.11002032983638364,-1.2903299827063877,-1.7270145110154407
0.10242401268569919,-1.2946097609182952,-1.7415214700807466
0.0998211960609978,-1.2888897788160902,-1.7310266981839684
0.09721866089462493,-1.2831690976839376,-1.7205319264680206
0.09461640679575581,-1.2774477184924875,-1.7100371549327709
