Yaw,Roll,Pitch,ax,ay,az
202.625,1.125,-1.75,-0.19,0.61,0.39
201.9375,1.6875,-3,-0.64,0,0.49
201.625,1.9375,-3.5,-1,-0.55,0.52
201.3125,2.125,-3.8125,-1.05,-0.97,0.23
201.1875,2.125,-3.875,-0.77,-0.97,-0.09
201.125,2.0625,-3.75,-0.61,-0.74,-0.33
201.1875,1.9375,-3.4375,-0.42,-0.2,-0.48
201.3125,1.8125,-3.125,-0.4,0.88,-0.46
201.375,1.6875,-2.8125,-0.45,1.36,-0.33
201.5,1.5625,-2.625,-0.2,1.79,-0.09
201.5625,1.375,-2.6875,0.03,1.61,-0.03
201.5,1.25,-2.875,0.26,1.32,0.05
201.75,1.125,-3.125,0.55,1.03,0.19
201.6875,1.0625,-3.375,1.03,0.37,0.04
201.625,1,-3.4375,0.86,0.47,0.19
201.5625,0.9375,-3.4375,1.01,0.5,0
201.5,0.9375,-3.3125,0.84,0.7,-0.04
201.5,0.9375,-3.125,0.52,1.36,-0.08
201.5,0.9375,-2.9375,0.5,1.53,-0.52
201.3125,1,-2.875,0.55,1.53,-0.59
201.125,1,-2.9375,0.6,1.1,-0.68
200.9375,1.0625,-3.125,0.64,0.84,-0.77
200.6875,1.0625,-3.25,0.5,0.7,-0.75
200.5,1.0625,-3.375,0.46,0.43,-1.13
200.25,1.0625,-3.375,0.31,0.5,-1.2
200.0625,1,-3.375,0.2,0.63,-1.2
199.8125,0.875,-3.3125,0,0.89,-0.93
199.5625,0.625,-3.25,0.37,1.3,-0.06
199.3125,0.3125,-3.1875,0.92,1.16,0
198.75,-0.3125,-3.1875,1.24,1.11,0.14
198.4375,-0.5625,-3.25,1.61,1.02,0.31
198.125,-0.75,-3.375,1.61,0.9,0.32
197.75,-0.8125,-3.4375,1.53,0.73,0.14
197.375,-0.6875,-3.5625,1.2,0.74,0.08
197,-0.625,-3.625,0.77,0.56,-0.55
196.5625,-0.5,-3.625,0.43,0.6,-0.86
196.1875,-0.3125,-3.6875,0.1,0.66,-1.13
195.8125,-0.25,-3.6875,-0.53,0.64,-1.39
194.9375,-0.4375,-3.8125,-0.51,0.6,-1.16
194.5,-0.6875,-3.875,-0.18,0.46,-1.01
194.0625,-1.125,-3.9375,0.7,0.15,-0.5
193.625,-1.5625,-4.0625,0.9,0.17,-0.09
193.1875,-2,-4.0625,1.18,0.21,0.24
192.75,-2.375,-4.125,1.44,0.27,0.37
192.3125,-2.625,-4.0625,1.31,0.49,0.41
191.9375,-2.8125,-4.0625,1.16,0.58,0.24
191.5,-2.875,-4,0.25,0.65,-0.24
190.625,-2.9375,-4,-0.04,0.59,-0.26
190.125,-3,-4,-0.29,0.56,-0.21
189.625,-3.0625,-4.125,-0.33,0.42,-0.15
189.125,-3.3125,-4.1875,-0.22,0.19,0.23
188.5625,-3.5625,-4.3125,0.09,0.13,0.44
188,-3.875,-4.4375,0.47,-0.04,0.56
187.375,-4.1875,-4.5625,0.8,-0.21,0.63
186.875,-4.4375,-4.625,0.89,-0.05,0.83
186.375,-4.625,-4.6875,0.93,0.09,0.77
185.375,-4.6875,-4.6875,0.83,0.3,0.76
184.875,-4.6875,-4.625,0.9,0.6,0.2
184.375,-4.625,-4.625,0.93,0.71,-0.06
183.8125,-4.5,-4.625,0.7,0.91,-0.12
183.3125,-4.375,-4.6875,0.48,1.03,-0.05
182.6875,-4.25,-4.8125,0.16,0.83,0.05
182,-4.125,-5.0625,-0.03,0.57,0.08
181.375,-4,-5.4375,-0.17,0.24,0.03
180.625,-3.875,-5.8125,-0.56,-0.63,0.16
179.3125,-3.625,-6.4375,-0.7,-0.81,0.26
178.625,-3.625,-6.625,-0.74,-0.93,0.24
178,-3.6875,-6.6875,-0.63,-0.72,0.21
177.4375,-3.75,-6.6875,-0.5,-0.52,0.24
176.9375,-3.9375,-6.5625,-0.24,-0.32,0.18
176.5,-4.125,-6.375,-0.04,-0.01,0.09
176,-4.3125,-6.125,0.41,0.45,-0.23
175.5625,-4.5,-5.9375,0.36,0.73,-0.29
175.0625,-4.625,-5.6875,0.13,1.15,-0.46
174,-4.8125,-5.4375,-0.12,1.16,-0.57
173.4375,-4.875,-5.375,-0.41,1.03,-0.5
172.75,-4.9375,-5.4375,-0.53,0.79,-0.53
172.125,-5.0625,-5.5625,-0.71,0.43,-0.49
171.4375,-5.1875,-5.625,-0.62,0.2,-0.49
170.75,-5.375,-5.75,-0.54,0.15,-0.39
170.125,-5.625,-5.8125,-0.26,0.03,-0.39
169.5,-5.875,-5.875,0.18,-0.05,-0.18
168.875,-6.125,-5.875,0.23,-0.18,-0.25
167.5625,-6.5,-5.875,-0.12,-0.02,-0.09
166.875,-6.5,-5.875,-0.46,-0.13,-0.32
166.25,-6.5625,-5.875,-1,0.03,-0.07
165.625,-6.5625,-5.8125,-1.09,0.15,-0.12
165.0625,-6.625,-5.8125,-1.02,0.48,0
164.5,-6.75,-5.8125,-0.6,0.54,0
163.875,-6.9375,-5.8125,0.17,0.51,-0.35
163.25,-6.9375,-5.875,0.41,0.64,-0.28
162.625,-6.875,-6,0.72,0.53,-1.17
161.3125,-6.1875,-6.4375,0.27,0.39,-1.55
160.6875,-5.75,-6.6875,-0.36,0.35,-1.93
160.0625,-5.3125,-7,-1.7,0.19,-2.34
159.375,-5.0625,-7.25,-1.92,-0.27,-2.76
158.625,-4.9375,-7.4375,-2.33,-0.45,-2.58
158.0625,-5,-7.6875,-2.64,-0.61,-2.37
157.375,-5.375,-7.8125,-2.41,-0.64,-1.56
156.75,-5.875,-7.875,-2.07,-0.65,-0.92
156.25,-6.5,-7.875,-0.12,-0.58,0.6
155.1875,-7.875,-7.6875,0.42,-0.48,0.92
154.75,-8.375,-7.5625,0.72,-0.16,1.27
154.3125,-8.75,-7.25,1.01,-0.04,1.3
153.9375,-8.875,-6.9375,0.94,0.53,0.91
153.5,-8.9375,-6.5625,0.47,1.01,0.66
153.125,-8.8125,-6.25,0.21,1.24,0.07
152.625,-8.6875,-6,-0.18,1.54,-0.4
152.0625,-8.5625,-5.875,-0.98,1.49,-1.22
151.5,-8.5,-5.8125,-1.01,1.18,-1.24
150.125,-8.5625,-6.25,-1.11,0.8,-0.98
149.375,-8.6875,-6.625,-1.56,0.23,0.18
148.6875,-8.8125,-7.0625,-1.37,-0.34,0.53
148.0625,-9,-7.625,-0.97,-0.97,0.74
147.4375,-9.1875,-8.0625,-0.01,-1.8,0.84
146.9375,-9.375,-8.4375,1.16,-2.44,0.2
146.4375,-9.5,-8.375,1.43,-2.37,0.03
146.0625,-9.5,-8.0625,0.97,-1.74,0.27
145.75,-9.375,-7.5625,-0.56,0.6,0.05
145.0625,-9.125,-6.375,-0.96,1.23,-0.19
144.625,-9.125,-6,-0.88,1.52,-0.61
144.125,-9.125,-5.875,-1.02,1.74,-0.43
143.5625,-9.1875,-5.9375,-0.6,1.44,-0.4
142.9375,-9.3125,-6.1875,0.04,0.75,-0.58
142.3125,-9.375,-6.4375,0.45,0.26,-0.56
141.5625,-9.375,-6.6875,0.1,-0.03,0.4
140.875,-9.3125,-7,-0.05,-0.66,0.51
140.25,-9.25,-7.25,-0.18,-1.03,0.31
139.0625,-8.9375,-7.6875,-0.31,-1.35,0.09
138.5,-8.75,-7.875,-0.49,-1.53,-0.1
138,-8.625,-7.875,-0.5,-1.56,-0.51
137.5625,-8.5,-7.6875,-0.8,-1.01,-1.02
137.125,-8.5,-7.4375,-1.04,-0.57,-1.17
136.8125,-8.5625,-7.125,-1.1,-0.1,-1.29
136.3125,-8.75,-6.875,-1.22,0.39,-1.05
135.875,-9.0625,-6.6875,-0.54,0.79,-0.79
135.4375,-9.4375,-6.625,0.35,0.77,-0.1
134.4375,-10.1875,-6.75,0.73,0.7,0.25
133.875,-10.4375,-6.8125,1.16,0.53,0.65
133.375,-10.5,-6.9375,0.96,0.56,0.77
132.8125,-10.4375,-7.0625,0.9,0.45,0.53
132.3125,-10.25,-7.1875,-0.12,0.49,0.27
131.75,-10.0625,-7.375,-0.48,0.41,0.1
131.1875,-9.875,-7.5625,-0.72,0.15,-0.15
130.625,-9.75,-7.75,-0.9,-0.5,-0.53
130.0625,-9.6875,-7.9375,-1.01,-0.58,-0.34
129,-9.8125,-8.125,-1.02,-0.52,-0.09
128.5,-9.9375,-8.125,-1.09,-0.36,0.25
128.0625,-10.1875,-8,-0.71,-0.22,0.59
127.625,-10.5,-7.9375,-0.48,-0.03,0.89
127.1875,-10.75,-7.8125,-0.13,0.02,1.03
126.8125,-11.0625,-7.6875,0.5,-0.04,0.86
126.3125,-11.25,-7.5,1.04,0.3,0.67
125.9375,-11.3125,-7.1875,0.99,0.89,0.16
125.125,-11.1875,-6.6875,0.35,1.39,-0.35
124.6875,-11.0625,-6.5,-0.12,1.57,-0.52
124.1875,-10.875,-6.5,-0.46,1.57,-0.66
123.6875,-10.75,-6.5625,-0.66,1.35,-0.82
123.0625,-10.75,-6.8125,-0.82,0.66,-0.52
122.375,-10.75,-7.125,-0.41,-0.31,0.15
121.75,-10.8125,-7.4375,-0.03,-0.97,0.18
121.0625,-10.9375,-7.8125,0.35,-1.6,0.31
119.9375,-11.0625,-8.125,0.47,-1.72,0.09
119.4375,-11.0625,-8.0625,0.22,-1.6,0.01
119.0625,-10.9375,-7.8125,-0.08,-1.35,-0.1
118.75,-10.9375,-7.5,-0.4,-0.62,-0.72
118.4375,-10.9375,-7.125,-0.48,-0.22,-1.05
118.0625,-11,-6.6875,-0.51,0.27,-1.25
117.75,-11.125,-6.375,-0.23,0.98,-1.01
117.3125,-11.3125,-6.125,0.01,0.85,-0.86
116.875,-11.5625,-6.125,0.44,0.54,-0.76
115.9375,-12,-6.375,0.98,0.07,-0.4
115.4375,-12.1875,-6.5625,1.19,-0.08,-0.26
114.9375,-12.3125,-6.6875,1.41,-0.16,-0.26
114.5,-12.3125,-6.6875,1.22,0.14,-0.05
114,-12.3125,-6.625,0.56,0.78,0.12
113.4375,-12.1875,-6.5625,-0.08,1.15,0.22
112.25,-11.9375,-6.8125,-0.29,0.93,0.13
111.5625,-11.8125,-7.125,-0.49,0.29,0.24
110.875,-11.625,-7.5,-0.72,-0.21,0.5
110.25,-11.5,-7.9375,-0.71,-0.76,0.53
109.625,-11.375,-8.3125,-0.74,-1.35,0.78
109,-11.375,-8.5,-0.54,-1.56,0.69
108.4375,-11.3125,-8.5,-0.43,-1.48,0.66
108,-11.3125,-8.375,-0.14,-0.59,0.31
107.5625,-11.375,-8.125,-0.1,-0.31,0.14
106.875,-11.3125,-7.5625,-0.17,0.01,-0.03
106.5,-11.25,-7.3125,-0.16,0.25,-0.24
106.125,-11.1875,-7.0625,-0.25,0.36,-0.72
105.75,-11.0625,-6.9375,-0.54,0.44,-0.59
105.3125,-11,-6.875,-0.36,0.11,-0.82
104.875,-10.9375,-6.875,-0.59,-0.11,-0.54
104.5,-10.9375,-6.875,-0.35,-0.43,-0.51
104.0625,-10.875,-6.9375,-0.33,-0.5,-0.43
103.25,-10.9375,-6.875,-0.18,-0.64,-0.41
102.875,-10.9375,-6.8125,-0.19,-0.63,-0.41
102.5625,-10.9375,-6.6875,-0.25,-0.48,-0.36
102.25,-10.875,-6.5625,-0.29,-0.42,-0.33
101.9375,-10.875,-6.4375,-0.25,-0.43,-0.51
101.625,-10.875,-6.1875,-0.21,-0.41,-0.64
101.375,-10.9375,-6,-0.41,-0.09,-0.62
101.0625,-10.9375,-5.75,-0.29,0,-0.8
100.8125,-11,-5.5625,-0.23,0.12,-0.82
100.3125,-11.125,-5.125,-0.15,0.21,-0.7
100.0625,-11.25,-5,-0.14,0.27,-0.51
99.75,-11.3125,-4.9375,0.04,0.11,-0.3
99.4375,-11.375,-4.9375,0.19,-0.09,-0.31
99.1875,-11.3125,-4.9375,0.02,-0.09,-0.05
98.9375,-11.3125,-5,0.25,-0.51,-0.12
98.625,-11.25,-5,0.09,-0.55,-0.05
98.3125,-11.125,-5,-0.02,-0.46,0
98.0625,-11,-4.9375,-0.06,-0.35,-0.25
97.625,-10.8125,-4.75,-0.04,-0.25,-0.38
97.4375,-10.75,-4.625,0.05,-0.18,-0.56
97.25,-10.625,-4.4375,-0.06,0.01,-0.55
97.0625,-10.5625,-4.3125,-0.13,0.17,-0.53
96.875,-10.5625,-4.25,-0.11,0.01,-0.56
96.6875,-10.5,-4.25,-0.04,-0.13,-0.56
96.4375,-10.5,-4.3125,0.05,-0.51,-0.42
96.1875,-10.5625,-4.3125,0.15,-0.58,-0.36
96,-10.625,-4.3125,0.19,-0.52,-0.04
95.625,-10.75,-4.125,0.08,-0.2,0.49
95.4375,-10.8125,-4,-0.1,0,0.84
95.1875,-10.875,-3.875,0.04,0.01,0.89
94.9375,-10.875,-3.8125,0.34,-0.21,0.7
94.75,-10.875,-3.8125,0.62,-0.46,0.47
94.5625,-10.75,-3.8125,0.69,-0.59,0.25
94.375,-10.5625,-3.8125,0.77,-0.74,-0.2
94.0625,-10.3125,-3.8125,0.69,-0.81,-0.64
93.875,-9.9375,-3.75,-0.98,-0.26,-1.15
93.625,-9.3125,-3.625,-1.41,-0.2,-1.25
93.4375,-9.125,-3.5625,-1.74,-0.29,-1.24
93.3125,-9.0625,-3.6875,-1.55,-0.53,-1.1
93.1875,-9.0625,-3.875,-1.41,-0.83,-0.74
93,-9.1875,-4.125,-1.11,-1.27,-0.46
92.9375,-9.3125,-4.375,-0.65,-1.91,0.05
92.875,-9.4375,-4.625,-0.43,-2.2,0.02
92.875,-9.5625,-4.6875,-0.48,-2.22,0.06
93,-9.625,-4.625,-0.66,-1.79,-0.93
93.1875,-9.625,-4.4375,-1.12,-1.37,-1.22
93.6875,-9.5,-3.8125,-1.68,-0.94,-1.47
94.0625,-9.4375,-3.5,-2.42,-0.61,-1.46
94.375,-9.375,-3.3125,-3.21,-0.15,-1.1
94.6875,-9.4375,-3.25,-3.26,-0.42,-0.89
94.9375,-9.625,-3.4375,-3.02,-0.84,-0.51
95.25,-9.875,-3.75,-2.1,-2.06,0.25
95.5625,-10.25,-4.1875,-1.92,-2.54,0.81
95.9375,-10.5625,-4.5625,-1.4,-2.98,1.61
96.5,-10.8125,-4.875,-1.45,-2.74,2.25
97.625,-11.25,-4.75,-1.5,-2.09,2.46
98.375,-11.4375,-4.25,-1.3,-1.59,2.3
99.125,-11.625,-3.5625,-1.27,-0.88,2.22
99.9375,-11.75,-2.8125,-0.73,0.5,1.73
100.6875,-11.8125,-2,-0.39,0.93,1.46
101.4375,-11.875,-1.1875,-0.27,1.5,1.39
102.375,-11.875,-0.5625,0.12,2.01,1.06
103,-11.8125,-0.125,0.28,1.8,0.99
104,-11.5,0.1875,0.17,1.65,1.26
104.4375,-11.25,0.25,0.19,0.93,1.63
104.75,-11.0625,0.1875,0.27,0.65,1.83
105.0625,-10.8125,0.125,0.48,0.32,1.89
105.375,-10.5625,0.1875,0.69,0.04,1.89
105.6875,-10.3125,0.3125,0.78,0.16,1.98
106,-9.9375,0.625,0.6,0.39,1.97
106.4375,-9.5,0.9375,0.71,0.48,1.59
106.75,-9.0625,1.3125,0.62,1.07,0.54
107.375,-8.25,2.1875,0.5,1.36,0.39
107.5625,-7.875,2.5625,0.34,1.51,0.31
107.75,-7.5,2.8125,0.27,1.57,0.2
107.875,-7.1875,3.0625,0.31,1.38,0.05
107.9375,-6.9375,3.1875,0.27,1.29,0.12
108.0625,-6.75,3.3125,0.27,1.13,0.24
108.125,-6.5625,3.4375,0.02,0.82,0.94
108.25,-6.4375,3.5,0.09,0.65,1.28
108.3125,-6.375,3.6875,0.51,0.45,1.79
108.5,-6.25,4.3125,1.08,0.44,2.01
108.625,-6.125,4.8125,1.23,0.6,2
108.75,-5.9375,5.375,1.35,0.8,1.88
108.875,-5.5625,6,1.14,1.22,1.78
109.0625,-5.1875,6.5625,0.87,1.79,1.28
109.125,-4.75,7.1875,0.63,2.04,1.07
109.25,-4.3125,7.8125,0.46,2.26,0.77
109.3125,-3.875,8.375,0.24,2.55,0.35
109.3125,-3.5,8.9375,0.24,2.77,0.07
109.3125,-3.1875,9.4375,0.37,2.86,0.02
109.1875,-2.8125,10.5,0.85,2.82,0.14
109,-2.625,11,1.06,2.95,0.3
108.875,-2.5,11.5,1.2,3,0.41
108.625,-2.25,11.9375,1.33,2.96,0.4
108.375,-1.9375,12.3125,1.46,2.8,0.11
108.0625,-1.5625,12.75,1.31,2.64,-0.13
107.75,-1.0625,13.125,0.99,2.64,-0.36
107.375,-0.625,13.5,0.3,2.42,-1.11
106.5,0.1875,14.1875,0.21,2.32,-1.43
106,0.625,14.5625,0.06,2.28,-1.59
105.5,1,14.875,0.1,1.9,-2.51
105.0625,1.4375,15.125,-0.46,1.86,-2.62
104.5625,1.875,15.3125,-0.78,1.75,-2.74
104.125,2.25,15.4375,-0.6,1.26,-3.59
103.75,2.625,15.625,-1.55,1.49,-3.31
103.25,2.8125,15.8125,-1.47,1.3,-3.33
102.8125,2.8125,16,-0.8,1.12,-3.33
102,2.6875,16.25,0.08,1.04,-3.25
101.5625,2.5625,16.4375,0.5,1.13,-3.2
101.125,2.5625,16.5625,0.8,1.29,-3.16
100.625,2.5,16.75,1.15,1.3,-3.34
100.0625,2.625,16.875,0.7,1.58,-2.96
99.4375,2.8125,16.8125,0.54,1.55,-3.04
98.6875,3,16.8125,0.32,1.34,-3.29
97.875,3.3125,16.625,-0.7,0.69,-3.84
97.0625,3.625,16.375,-1.36,0.43,-3.74
95.375,4.3125,15.5,-1.55,-0.03,-3.94
94.5625,4.4375,15.125,-1.77,-0.75,-4.07
93.8125,4.4375,14.75,-1.45,-1.06,-4.23
93.125,4.3125,14.5,-1.29,-1.13,-4.02
92.5,4.0625,14.375,-1,-1.05,-3.82
91.9375,3.75,14.3125,-0.42,-0.54,-3.34
91.4375,3.375,14.3125,0.09,-0.35,-3.25
90.875,2.9375,14.3125,0.62,0.32,-2.93
90.375,2.5625,14.25,0.79,0.79,-2.46
89.125,1.875,14,0.71,1,-2.14
88.375,1.625,13.6875,0.51,1.19,-1.73
87.5625,1.4375,13.3125,0.49,0.72,-1.66
86.6875,1.3125,12.75,0.33,0.37,-1.74
85.75,1.375,12.0625,-0.2,0.11,-1.74
84.875,1.5,11.375,-0.91,-0.11,-1.68
83.9375,1.5625,10.625,-1.98,-0.65,-1.82
83.0625,1.625,9.8125,-2.3,-1,-1.86
82.25,1.5,9,-2.17,-1.8,-1.81
80.8125,0.9375,7.5625,-1.39,-2.46,-1.66
80.3125,0.5625,7.0625,-1.47,-2.31,-1.06
79.8125,0.1875,6.6875,-1.72,-1.94,-0.38
79.4375,-0.1875,6.375,-1.43,-1.85,-0.28
79.0625,-0.5625,6.1875,-1.35,-1.11,0.09
78.8125,-0.9375,5.9375,-0.85,-1.08,-0.15
78.5625,-1.3125,5.6875,-0.24,-1.13,-0.56
78.25,-1.625,5.4375,0.33,-1.08,-1.3
78.0625,-1.75,5.1875,-0.93,-0.06,-0.97
77.625,-1.75,4.75,-1.35,0.22,-1.03
77.375,-1.875,4.4375,-1.6,0.22,-1.46
77.0625,-1.9375,3.875,-1.32,-0.1,-1.82
76.75,-2.1875,3.1875,-0.78,-0.85,-2.38
76.4375,-2.375,2.4375,-0.66,-1.34,-2.38
76.125,-2.5625,1.6875,-0.98,-1.75,-1.82
75.8125,-2.875,1.125,-1.29,-1.86,-1.39
75.5,-3.1875,0.6875,-1.52,-1.75,-0.96
75.25,-3.625,0.3125,-1.89,-0.71,0.69
74.9375,-4.125,0,-1.38,-0.55,0.89
74.5625,-5.125,-0.8125,-0.52,-0.75,0.67
74.3125,-5.5,-1.5,1.34,-1.62,-0.52
74.25,-5.6875,-2.1875,1.3,-1.65,-0.57
74.125,-5.75,-2.8125,0.69,-1.54,-0.45
74.0625,-5.625,-3.3125,-0.4,-1.08,-0.09
74.0625,-5.5,-3.6875,-1.94,-0.19,0.23
73.9375,-5.5,-4.0625,-2.59,0.14,0.58
73.875,-5.625,-4.5625,-2.15,0.1,1.03
73.875,-5.875,-5.3125,-0.31,-1.14,1.23
73.625,-6.625,-7.25,0.81,-2.02,1.25
73.625,-6.875,-8.3125,1.5,-2.84,1.34
73.625,-6.875,-9.0625,0.41,-2.8,2.44
73.8125,-6.6875,-9.5,-0.41,-2.35,2.71
74,-6.5,-9.6875,-1.16,-1.84,2.73
74.1875,-6.25,-9.5625,-1.73,-1.3,2.57
74.5625,-6.125,-9.375,-1.7,-0.22,1.85
74.8125,-6.0625,-9.1875,-0.73,0.03,0.82
75.0625,-6,-9.0625,-0.3,-0.13,0.42
75.5625,-5.75,-9.25,-0.65,-0.61,0.34
75.75,-5.5625,-9.4375,-1.01,-0.95,0.34
76,-5.3125,-9.5625,-1.58,-1.08,0.53
76.3125,-5.1875,-9.625,-1.44,-1.31,0.19
76.6875,-5.125,-9.625,-1.24,-1.11,-0.06
77.125,-5.25,-9.4375,-0.75,-0.88,-0.37
77.5625,-5.5,-9.0625,-0.39,-0.32,-0.31
78,-5.8125,-8.5625,0.53,0.82,-0.13
78.4375,-6.125,-8.0625,0.96,2.15,0.32
79.0625,-6.5,-7.375,0.9,2.61,0.59
79.1875,-6.4375,-7.375,0.67,2.29,0.77
79.3125,-6.125,-7.8125,0.7,1.63,0.42
79.375,-5.625,-8.5,0.29,0.99,0.25
79.3125,-5.0625,-9.25,-0.22,0.06,0.14
79.25,-4.5,-10.0625,-1.4,-1.12,0.08
79.25,-3.9375,-10.8125,-2.07,-1.67,0.3
79.1875,-3.5,-11.4375,-2.67,-2.11,0.67
79.1875,-3.1875,-11.9375,-2.06,-2.88,0.89
79.5,-3.1875,-12.5,-1.34,-3.17,0.61
79.875,-3.3125,-12.5,-0.92,-3.04,0.47
80.4375,-3.3125,-12.375,-1.32,-2.29,0.31
81.0625,-3.3125,-12.125,-1.52,-1.74,0.01
81.875,-3.3125,-11.75,-1.99,-0.93,-0.04
82.625,-3.375,-11.3125,-1.96,-0.39,-0.4
83.4375,-3.625,-10.875,-1.38,0.6,-0.65
84.1875,-4,-10.375,-0.16,1.22,-0.64
84.9375,-4.4375,-10,-0.04,1.71,-0.08
86.1875,-5.25,-9.5,0.93,1.57,0.02
86.75,-5.5625,-9.5,0.85,1.62,0.46
87.25,-5.625,-9.625,0.68,1.46,0.78
87.6875,-5.625,-10,0.6,0.88,0.75
88.125,-5.4375,-10.4375,0.19,-0.18,0.7
88.5,-5.0625,-11,0.05,-0.87,0.27
89,-4.6875,-11.5,-0.38,-1.28,0.06
89.5,-4.1875,-11.9375,-1.08,-1.82,-0.76
90.0625,-3.8125,-12.25,-1.71,-1.85,-1.52
91.3125,-3.375,-12.3125,-1.99,-1.64,-1.83
92.0625,-3.4375,-12.0625,-2.11,-1.11,-1.97
92.75,-3.6875,-11.75,-2.22,-0.52,-1.6
93.5,-4.125,-11.375,-2.17,0.07,-1.02
94.1875,-4.75,-11,-1.71,0.39,-0.57
94.875,-5.5,-10.6875,-0.31,1.01,0.48
95.5625,-6.3125,-10.4375,0.93,1,0.49
96.1875,-7.125,-10.25,2.21,1.34,0.72
96.8125,-7.6875,-10.0625,2.05,1.5,0.55
97.9375,-8.0625,-9.875,1.43,1.53,0.48
98.5625,-7.875,-9.9375,0.62,1.39,0.38
99.0625,-7.5,-10.1875,-0.48,0.4,-0.49
99.375,-7.0625,-10.5625,1.59,0,0
99.75,-6.6875,-11,-1.6,-0.44,-0.74
100.125,-6.375,-11.375,-2.01,-0.96,-0.77
100.5625,-6.1875,-11.8125,-1.92,-1.66,-0.89
101.0625,-6.1875,-12.125,-1.91,-1.74,-0.58
101.5625,0,0,-1.26,-1.44,0.12
102.25,0,0,-0.51,-0.8,0.84
102.9375,-7.125,3.8125,0.34,-0.59,0.75
103.875,-7.625,-12,1.01,-0.26,0.6
105.5,-8.5625,-11.375,1.44,0.23,0.5
106.375,-8.875,-10.9375,1.62,1.15,0
107.25,-8.9375,-10.5625,1.37,1.64,-0.4
108.125,-8.875,-10.3125,0.93,2.06,-0.73
108.9375,-8.625,-10.1875,-0.11,2.2,0
109.625,-8.375,-10.1875,-0.63,2.16,0
110.1875,-8.1875,-10.4375,-0.64,1.31,-0.25
110.8125,-8.0625,-10.875,-0.08,0.29,0.98
111.5625,-8,-11.4375,0.32,-0.11,1.64
112.0625,-8.125,-12.0625,1.17,-0.65,1.96
113.125,-8.3125,-13.3125,1.62,0,0
113.6875,-8.25,-13.625,2.28,-1.29,1.97
114.375,-7.8125,-13.5,2.14,-1.04,1.51
115.125,-7.25,-13.125,1.55,-0.53,1.05
115.9375,-6.5625,-12.6875,0.6,0.01,0.58
116.625,0,0,-0.6,0.95,-0.82
117.1875,-5.25,-11.875,-1.14,1.04,-1.56
118.125,-4.8125,-11.75,-1.89,0.93,-2.22
118.625,0,0,-1.75,0.62,-1.93
119.625,-4.75,-12.1875,-1.33,0.26,-1.34
120,-5.1875,-12.4375,-0.49,-0.28,-0.93
120.5625,-5.75,-12.5625,1.37,-0.78,-0.1
121.1875,-6.3125,-12.5,2.23,-0.61,0.32
121.8125,-6.875,-12.1875,2.83,0,0
122.5,-7.25,-11.6875,3.42,0.02,0.7
123.1875,-7.5,-11.0625,3.62,1.32,0.48
123.875,-7.625,-10.3125,3.62,1.93,-0.06
124.5,-7.625,-9.5625,3.43,2.65,-0.56
125.0625,0,0,2.55,4.03,-1.67
125.8125,-7.4375,-8.1875,2.1,4.46,-1.4
125.9375,-7.5625,-8.1875,2.19,4.37,-1.34
125.9375,-7.75,-8.375,2.92,3.47,-0.8
125.875,-7.9375,-8.8125,3.68,2.74,0
125.75,-8.125,-9.3125,4.01,0,0
125.5625,-8.1875,-9.875,4.57,1.34,-0.24
125.375,-8.125,-10.375,4.19,0.54,0.21
125.125,-7.875,-10.75,3.81,0.13,0.13
125,0,0,3.17,0,0
124.8125,0,0,2.66,-0.27,-0.23
124.6875,-7,-11.125,1.62,-0.2,-0.68
124.625,-6.9375,-11,1.2,0.36,-1.13
124.5,0,0,1.48,1.22,-0.98
124.25,-7.75,-10.125,1.9,1.63,-0.64
124.0625,-8.375,-9.8125,2.59,1.94,-0.35
123.8125,-8.9375,-9.5625,3.24,2.26,-0.02
123.5,-9.5,-9.4375,4.25,2.58,0.63
123.125,-9.875,-9.375,4.55,2.65,0.94
122.6875,-10.0625,-9.5,4.68,2.57,1.03
122.1875,-10,-9.625,4.54,2.37,1.03
121.6875,-9.8125,-9.8125,3.52,2.06,0.68
121.0625,-9.4375,-10,2.04,1.77,0.17
119.6875,-8.8125,-10.25,1.4,1.7,-0.07
118.9375,-8.625,-10.3125,0.68,1.43,-0.14
118.1875,-8.5625,-10.375,0.45,1.55,-0.03
117.375,-8.6875,-10.4375,0.43,1.56,0.31
116.5625,-8.9375,-10.5,1.42,0,0
115.75,-9.25,-10.625,2.01,1.19,1.05
114.875,-9.5,-10.6875,2.53,1.01,1.26
114.0625,-9.6875,-10.6875,2.86,0.97,1.43
113.25,-9.625,-10.6875,2.31,1.36,1.33
112.4375,-9.4375,-10.5,1.78,1.64,1.21
110.625,-8.8125,-9.9375,1.35,1.8,0.82
109.6875,-8.375,-9.75,0.32,2.07,0.29
108.6875,-7.9375,-9.5625,-0.2,2.1,0.12
107.6875,-7.5625,-9.5625,1.87,0,0
106.625,-7.25,-9.6875,1.64,0,0
105.5625,-7,-9.875,-0.91,1.09,0.41
104.4375,-6.875,-10.125,-0.94,0.86,0.87
103.375,-6.8125,-10.375,1.86,0,0
102.3125,-6.8125,-10.5625,0.01,0.05,0
101.25,0,0,0.04,0.11,0
100.3125,-6.625,-10.5,0.28,0.1,1.93
99.25,-6.4375,-10.375,0.43,0.16,0
98.375,0,0,-0.04,0.95,1.49
97.5625,0,0,-0.07,1.11,1.06
96.6875,-5.375,-9.625,-0.46,1.45,0.92
