Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z
40851,-0.1,0.0,9.65,-0.01,0.0,-0.02,73.25,9.38,34.75
40852,-0.1,0.0,9.65,-0.01,0.0,-0.02,73.25,9.38,34.75
40858,-0.12,0.0,9.72,0.01,-0.01,-0.01,73.25,9.38,34.75
40860,-0.12,0.0,9.72,0.01,-0.01,-0.01,73.25,9.38,34.75
40862,-0.12,0.0,9.72,0.01,-0.01,-0.01,73.25,9.38,34.75
40866,-0.12,0.0,9.72,0.0,-0.0,-0.0,73.25,9.38,34.75
40869,-0.06,-0.02,9.53,0.0,-0.0,-0.0,73.25,9.38,34.75
40871,-0.06,-0.02,9.53,0.0,-0.0,-0.0,73.25,9.38,34.75
40873,-0.06,-0.02,9.53,0.0,-0.0,-0.0,73.25,9.38,34.75
40875,-0.06,-0.02,9.53,0.0,-0.0,-0.0,73.25,9.38,34.75
40876,-0.06,-0.02,9.53,0.0,-0.0,-0.0,72.87,9.38,34.75
40879,-0.03,-0.08,9.62,0.0,-0.0,0.0,72.87,9.38,34.75
40880,-0.03,-0.08,9.62,0.0,-0.0,0.0,72.87,9.38,34.75
40882,-0.03,-0.08,9.62,0.0,-0.0,0.0,72.87,9.38,34.75
40888,-0.08,-0.1,9.62,0.01,-0.01,-0.0,72.87,9.38,34.75
40890,-0.08,-0.1,9.62,0.01,-0.01,-0.0,72.87,9.38,34.75
40892,-0.08,-0.1,9.62,0.01,-0.01,-0.0,72.87,9.38,34.75
40896,-0.08,-0.1,9.62,-0.0,0.0,-0.0,72.87,9.38,34.75
40899,-0.05,-0.11,9.56,-0.0,0.0,-0.0,72.87,9.38,34.75
40901,-0.05,-0.11,9.56,-0.0,0.0,-0.0,72.87,9.38,34.75
40902,-0.05,-0.11,9.56,-0.0,0.0,-0.0,72.87,9.38,34.75
40908,-0.07,-0.11,9.61,0.0,-0.0,-0.0,72.87,9.38,34.75
40910,-0.07,-0.11,9.61,0.0,-0.0,-0.0,72.87,9.38,34.75
40912,-0.07,-0.11,9.61,0.0,-0.0,-0.0,72.87,9.38,34.75
40916,-0.07,-0.11,9.61,0.0,-0.0,-0.0,72.87,9.38,34.75
40919,0.04,-0.04,9.5,0.0,-0.0,-0.0,72.87,9.38,34.75
40921,0.04,-0.04,9.5,0.0,-0.0,-0.0,72.87,9.38,34.75
40923,0.04,-0.04,9.5,0.0,-0.0,-0.0,72.87,9.38,34.75
40924,0.04,-0.04,9.5,0.0,-0.0,-0.0,72.87,9.38,34.75
40926,0.04,-0.04,9.5,0.0,-0.0,-0.01,73.69,9.69,34.38
40929,0.0,-0.04,9.57,0.0,-0.0,-0.01,73.69,9.69,34.38
40931,0.0,-0.04,9.57,0.0,-0.0,-0.01,73.69,9.69,34.38
40933,0.0,-0.04,9.57,0.0,-0.0,-0.01,73.69,9.69,34.38
40938,-0.07,-0.01,9.66,0.01,-0.0,0.0,73.69,9.69,34.38
40940,-0.07,-0.01,9.66,0.01,-0.0,0.0,73.69,9.69,34.38
40942,-0.07,-0.01,9.66,0.01,-0.0,0.0,73.69,9.69,34.38
40947,-0.07,-0.01,9.66,-0.0,0.0,-0.01,73.69,9.69,34.38
40949,-0.09,0.0,9.58,-0.0,0.0,-0.01,73.69,9.69,34.38
40951,-0.09,0.0,9.58,-0.0,0.0,-0.01,73.69,9.69,34.38
40952,-0.09,0.0,9.58,-0.0,0.0,-0.01,73.69,9.69,34.38
40958,-0.05,0.0,9.59,-0.0,0.01,-0.01,73.69,9.69,34.38
40960,-0.05,0.0,9.59,-0.0,0.01,-0.01,73.69,9.69,34.38
40962,-0.05,0.0,9.59,-0.0,0.01,-0.01,73.69,9.69,34.38
40966,-0.05,0.0,9.59,0.0,0.0,-0.0,73.69,9.69,34.38
40969,0.0,0.03,9.64,0.0,0.0,-0.0,73.69,9.69,34.38
40971,0.0,0.03,9.64,0.0,0.0,-0.0,73.69,9.69,34.38
40972,0.0,0.03,9.64,0.0,0.0,-0.0,73.69,9.69,34.38
40974,0.0,0.03,9.64,0.0,0.0,-0.0,73.69,9.69,34.38
40976,0.0,0.03,9.64,0.0,0.0,-0.0,73.69,9.69,34.38
40978,0.0,0.09,9.59,0.0,0.0,-0.0,73.69,9.38,32.75
40980,0.0,0.09,9.59,0.0,0.0,-0.0,73.69,9.38,32.75
40981,0.0,0.09,9.59,0.0,0.0,-0.0,73.69,9.38,32.75
40983,0.0,0.09,9.59,0.0,0.0,-0.0,73.69,9.38,32.75
40989,-0.06,0.04,9.6,-0.0,0.01,-0.01,73.69,9.38,32.75
40990,-0.06,0.04,9.6,-0.0,0.01,-0.01,73.69,9.38,32.75
40992,-0.06,0.04,9.6,-0.0,0.01,-0.01,73.69,9.38,32.75
40997,0.02,0.07,9.64,0.0,0.0,-0.0,73.69,9.38,32.75
40999,0.02,0.07,9.64,0.0,0.0,-0.0,73.69,9.38,32.75
41001,0.02,0.07,9.64,0.0,0.0,-0.0,73.69,9.38,32.75
41002,0.02,0.07,9.64,0.0,0.0,-0.0,73.69,9.38,32.75
41008,0.01,0.05,9.68,0.0,0.01,0.0,73.69,9.38,32.75
41010,0.01,0.05,9.68,0.0,0.01,0.0,73.69,9.38,32.75
41012,0.01,0.05,9.68,0.0,0.01,0.0,73.69,9.38,32.75
41016,0.01,0.05,9.68,-0.0,0.01,0.01,73.69,9.38,32.75
41019,-0.03,0.03,9.61,-0.0,0.01,0.01,73.69,9.38,32.75
41021,-0.03,0.03,9.61,-0.0,0.01,0.01,73.69,9.38,32.75
41023,-0.03,0.03,9.61,-0.0,0.01,0.01,73.69,9.38,32.75
41024,-0.03,0.03,9.61,-0.0,0.01,0.01,73.69,9.38,32.75
41027,-0.14,-0.03,9.51,-0.0,0.01,0.01,73.69,9.69,33.56
41029,-0.14,-0.03,9.51,-0.0,0.01,0.01,73.69,9.69,33.56
41031,-0.14,-0.03,9.51,-0.0,0.01,0.01,73.69,9.69,33.56
41033,-0.14,-0.03,9.51,-0.0,0.01,0.01,73.69,9.69,33.56
41038,-0.13,-0.06,9.53,-0.0,0.01,0.0,73.69,9.69,33.56
41040,-0.13,-0.06,9.53,-0.0,0.01,0.0,73.69,9.69,33.56
41042,-0.13,-0.06,9.53,-0.0,0.01,0.0,73.69,9.69,33.56
41048,-0.04,-0.05,9.58,-0.0,0.0,0.0,73.69,9.69,33.56
41050,-0.04,-0.05,9.58,-0.0,0.0,0.0,73.69,9.69,33.56
41052,-0.04,-0.05,9.58,-0.0,0.0,0.0,73.69,9.69,33.56
41058,0.0,-0.06,9.59,0.0,0.01,0.0,73.69,9.69,33.56
41060,0.0,-0.06,9.59,0.0,0.01,0.0,73.69,9.69,33.56
41061,0.0,-0.06,9.59,0.0,0.01,0.0,73.69,9.69,33.56
41066,0.0,-0.06,9.59,0.0,0.0,0.01,73.69,9.69,33.56
41069,-0.06,-0.04,9.6,0.0,0.0,0.01,73.69,9.69,33.56
41071,-0.06,-0.04,9.6,0.0,0.0,0.01,73.69,9.69,33.56
41072,-0.06,-0.04,9.6,0.0,0.0,0.01,73.69,9.69,33.56
41074,-0.06,-0.04,9.6,0.0,0.0,0.01,73.69,9.69,33.56
41076,-0.06,-0.04,9.6,-0.0,0.01,0.01,73.25,9.38,33.56
41079,-0.08,-0.05,9.57,-0.0,0.01,0.01,73.25,9.38,33.56
41080,-0.08,-0.05,9.57,-0.0,0.01,0.01,73.25,9.38,33.56
41082,-0.08,-0.05,9.57,-0.0,0.01,0.01,73.25,9.38,33.56
41088,-0.07,0.0,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41090,-0.07,0.0,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41092,-0.07,0.0,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41098,-0.04,0.0,9.57,-0.0,0.01,0.0,73.25,9.38,33.56
41100,-0.04,0.0,9.57,-0.0,0.01,0.0,73.25,9.38,33.56
41102,-0.04,0.0,9.57,-0.0,0.01,0.0,73.25,9.38,33.56
41108,-0.05,-0.01,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41109,-0.05,-0.01,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41111,-0.05,-0.01,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41114,-0.05,-0.01,9.58,-0.0,0.01,0.0,73.25,9.38,33.56
41119,-0.04,-0.04,9.56,-0.0,0.0,0.0,73.25,9.38,33.56
41121,-0.04,-0.04,9.56,-0.0,0.0,0.0,73.25,9.38,33.56
41122,-0.04,-0.04,9.56,-0.0,0.0,0.0,73.25,9.38,33.56
41124,-0.04,-0.04,9.56,-0.0,0.0,0.0,73.25,9.38,33.56
41126,-0.04,-0.04,9.56,0.0,0.0,0.0,73.25,9.38,34.0
41129,-0.04,-0.03,9.55,0.0,0.0,0.0,73.25,9.38,34.0
41131,-0.04,-0.03,9.55,0.0,0.0,0.0,73.25,9.38,34.0
41132,-0.04,-0.03,9.55,0.0,0.0,0.0,73.25,9.38,34.0
41138,-0.11,-0.05,9.61,-0.0,0.0,0.0,73.25,9.38,34.0
41140,-0.11,-0.05,9.61,-0.0,0.0,0.0,73.25,9.38,34.0
41142,-0.11,-0.05,9.61,-0.0,0.0,0.0,73.25,9.38,34.0
41148,-0.09,-0.06,9.61,0.0,0.0,0.0,73.25,9.38,34.0
41150,-0.09,-0.06,9.61,0.0,0.0,0.0,73.25,9.38,34.0
41152,-0.09,-0.06,9.61,0.0,0.0,0.0,73.25,9.38,34.0
41158,-0.06,-0.05,9.61,0.01,-0.0,0.0,73.25,9.38,34.0
41160,-0.06,-0.05,9.61,0.01,-0.0,0.0,73.25,9.38,34.0
41161,-0.06,-0.05,9.61,0.01,-0.0,0.0,73.25,9.38,34.0
41166,-0.06,-0.05,9.61,0.0,-0.0,0.01,73.25,9.38,34.0
41169,-0.04,-0.05,9.62,0.0,-0.0,0.01,73.25,9.38,34.0
41171,-0.04,-0.05,9.62,0.0,-0.0,0.01,73.25,9.38,34.0
41173,-0.04,-0.05,9.62,0.0,-0.0,0.01,73.25,9.38,34.0
41174,-0.04,-0.05,9.62,0.0,-0.0,0.01,73.25,9.38,34.0
41176,-0.04,-0.05,9.62,0.0,-0.0,0.0,72.87,9.69,34.38
41179,0.01,0.01,9.62,0.0,-0.0,0.0,72.87,9.69,34.38
41181,0.01,0.01,9.62,0.0,-0.0,0.0,72.87,9.69,34.38
41182,0.01,0.01,9.62,0.0,-0.0,0.0,72.87,9.69,34.38
41188,0.03,0.01,9.61,0.0,-0.0,0.0,72.87,9.69,34.38
41190,0.03,0.01,9.61,0.0,-0.0,0.0,72.87,9.69,34.38
41192,0.03,0.01,9.61,0.0,-0.0,0.0,72.87,9.69,34.38
41198,0.0,0.02,9.54,0.01,-0.01,-0.0,72.87,9.69,34.38
41200,0.0,0.02,9.54,0.01,-0.01,-0.0,72.87,9.69,34.38
41202,0.0,0.02,9.54,0.01,-0.01,-0.0,72.87,9.69,34.38
41206,0.0,0.02,9.54,0.0,-0.01,-0.0,72.87,9.69,34.38
41209,-0.04,-0.04,9.5,0.0,-0.01,-0.0,72.87,9.69,34.38
41211,-0.04,-0.04,9.5,0.0,-0.01,-0.0,72.87,9.69,34.38
41212,-0.04,-0.04,9.5,0.0,-0.01,-0.0,72.87,9.69,34.38
41218,-0.21,-0.17,9.57,-0.0,-0.01,0.0,72.87,9.69,34.38
41220,-0.21,-0.17,9.57,-0.0,-0.01,0.0,72.87,9.69,34.38
41222,-0.21,-0.17,9.57,-0.0,-0.01,0.0,72.87,9.69,34.38
41224,-0.21,-0.17,9.57,-0.0,-0.01,0.0,72.87,9.69,34.38
41225,-0.21,-0.17,9.57,-0.0,-0.01,0.01,73.69,9.69,35.19
41229,-0.15,-0.19,9.62,-0.0,-0.01,0.01,73.69,9.69,35.19
41230,-0.15,-0.19,9.62,-0.0,-0.01,0.01,73.69,9.69,35.19
41232,-0.15,-0.19,9.62,-0.0,-0.01,0.01,73.69,9.69,35.19
41238,-0.03,-0.2,9.61,-0.0,-0.01,0.01,73.69,9.69,35.19
41240,-0.03,-0.2,9.61,-0.0,-0.01,0.01,73.69,9.69,35.19
41242,-0.03,-0.2,9.61,-0.0,-0.01,0.01,73.69,9.69,35.19
41248,0.08,-0.13,9.59,0.0,-0.01,0.0,73.69,9.69,35.19
41250,0.08,-0.13,9.59,0.0,-0.01,0.0,73.69,9.69,35.19
41252,0.08,-0.13,9.59,0.0,-0.01,0.0,73.69,9.69,35.19
41258,-0.01,-0.11,9.63,0.0,-0.01,0.0,73.69,9.69,35.19
41260,-0.01,-0.11,9.63,0.0,-0.01,0.0,73.69,9.69,35.19
41262,-0.01,-0.11,9.63,0.0,-0.01,0.0,73.69,9.69,35.19
41268,-0.08,-0.1,9.61,0.0,-0.01,-0.0,73.69,9.69,35.19
41270,-0.08,-0.1,9.61,0.0,-0.01,-0.0,73.69,9.69,35.19
41271,-0.08,-0.1,9.61,0.0,-0.01,-0.0,73.69,9.69,35.19
41273,-0.08,-0.1,9.61,0.0,-0.01,-0.0,73.69,9.69,35.19
41275,-0.08,-0.1,9.61,0.0,-0.01,-0.0,73.69,9.69,35.19
41276,-0.08,-0.1,9.61,-0.0,-0.01,0.01,72.87,10.06,34.0
41279,-0.1,-0.08,9.6,-0.0,-0.01,0.01,72.87,10.06,34.0
41281,-0.1,-0.08,9.6,-0.0,-0.01,0.01,72.87,10.06,34.0
41283,-0.1,-0.08,9.6,-0.0,-0.01,0.01,72.87,10.06,34.0
41288,-0.04,-0.03,9.55,-0.0,-0.01,0.01,72.87,10.06,34.0
41290,-0.04,-0.03,9.55,-0.0,-0.01,0.01,72.87,10.06,34.0
41292,-0.04,-0.03,9.55,-0.0,-0.01,0.01,72.87,10.06,34.0
41298,0.0,-0.02,9.53,0.0,-0.01,0.0,72.87,10.06,34.0
41300,0.0,-0.02,9.53,0.0,-0.01,0.0,72.87,10.06,34.0
41302,0.0,-0.02,9.53,0.0,-0.01,0.0,72.87,10.06,34.0
41308,-0.04,0.03,9.54,0.0,-0.01,0.0,72.87,10.06,34.0
41310,-0.04,0.03,9.54,0.0,-0.01,0.0,72.87,10.06,34.0
41312,-0.04,0.03,9.54,0.0,-0.01,0.0,72.87,10.06,34.0
41318,-0.05,0.06,9.62,0.0,-0.01,0.0,72.87,10.06,34.0
41320,-0.05,0.06,9.62,0.0,-0.01,0.0,72.87,10.06,34.0
41321,-0.05,0.06,9.62,0.0,-0.01,0.0,72.87,10.06,34.0
41323,-0.05,0.06,9.62,0.0,-0.01,0.0,72.87,10.06,34.0
41325,-0.05,0.06,9.62,0.0,-0.01,0.0,73.69,10.06,34.0
41328,-0.01,0.05,9.6,0.0,-0.01,0.01,73.69,10.06,34.0
41330,-0.01,0.05,9.6,0.0,-0.01,0.01,73.69,10.06,34.0
41332,-0.01,0.05,9.6,0.0,-0.01,0.01,73.69,10.06,34.0
41338,-0.02,0.03,9.54,0.0,-0.01,0.0,73.69,10.06,34.0
41340,-0.02,0.03,9.54,0.0,-0.01,0.0,73.69,10.06,34.0
41342,-0.02,0.03,9.54,0.0,-0.01,0.0,73.69,10.06,34.0
41348,-0.06,0.0,9.53,0.01,-0.01,0.0,73.69,10.06,34.0
41350,-0.06,0.0,9.53,0.01,-0.01,0.0,73.69,10.06,34.0
41352,-0.06,0.0,9.53,0.01,-0.01,0.0,73.69,10.06,34.0
41355,-0.06,0.0,9.53,0.01,-0.01,0.0,73.69,10.06,34.0
41359,-0.05,-0.01,9.57,0.01,-0.01,-0.0,73.69,10.06,34.0
41360,-0.05,-0.01,9.57,0.01,-0.01,-0.0,73.69,10.06,34.0
41362,-0.05,-0.01,9.57,0.01,-0.01,-0.0,73.69,10.06,34.0
41368,-0.01,0.01,9.6,0.01,-0.01,-0.0,73.69,10.06,34.0
41370,-0.01,0.01,9.6,0.01,-0.01,-0.0,73.69,10.06,34.0
41372,-0.01,0.01,9.6,0.01,-0.01,-0.0,73.69,10.06,34.0
41374,-0.01,0.01,9.6,0.01,-0.01,-0.0,73.69,10.06,34.0
41375,-0.01,0.01,9.6,0.01,-0.01,-0.0,72.87,10.06,34.75
41378,-0.06,0.01,9.59,0.02,-0.01,0.0,72.87,10.06,34.75
41380,-0.06,0.01,9.59,0.02,-0.01,0.0,72.87,10.06,34.75
41382,-0.06,0.01,9.59,0.02,-0.01,0.0,72.87,10.06,34.75
41388,-0.11,0.0,9.63,0.01,-0.01,0.01,72.87,10.06,34.75
41390,-0.11,0.0,9.63,0.01,-0.01,0.01,72.87,10.06,34.75
41392,-0.11,0.0,9.63,0.01,-0.01,0.01,72.87,10.06,34.75
41397,-0.11,0.0,9.63,0.01,-0.01,0.01,72.87,10.06,34.75
41399,-0.01,0.08,9.59,0.01,-0.01,0.01,72.87,10.06,34.75
41401,-0.01,0.08,9.59,0.01,-0.01,0.01,72.87,10.06,34.75
41402,-0.01,0.08,9.59,0.01,-0.01,0.01,72.87,10.06,34.75
41408,-0.01,0.09,9.56,0.01,-0.01,0.0,72.87,10.06,34.75
41410,-0.01,0.09,9.56,0.01,-0.01,0.0,72.87,10.06,34.75
41412,-0.01,0.09,9.56,0.01,-0.01,0.0,72.87,10.06,34.75
41418,-0.01,0.08,9.56,0.01,-0.0,0.01,72.87,10.06,34.75
41420,-0.01,0.08,9.56,0.01,-0.0,0.01,72.87,10.06,34.75
41422,-0.01,0.08,9.56,0.01,-0.0,0.01,72.87,10.06,34.75
41423,-0.01,0.08,9.56,0.01,-0.0,0.01,72.87,10.06,34.75
41425,-0.01,0.08,9.56,0.01,-0.01,0.0,72.56,9.38,33.56
41429,-0.03,0.08,9.57,0.01,-0.01,0.0,72.56,9.38,33.56
41431,-0.03,0.08,9.57,0.01,-0.01,0.0,72.56,9.38,33.56
41432,-0.03,0.08,9.57,0.01,-0.01,0.0,72.56,9.38,33.56
41438,-0.03,0.05,9.57,0.01,-0.0,0.0,72.56,9.38,33.56
41440,-0.03,0.05,9.57,0.01,-0.0,0.0,72.56,9.38,33.56
41442,-0.03,0.05,9.57,0.01,-0.0,0.0,72.56,9.38,33.56
41448,-0.03,0.06,9.53,0.0,-0.0,0.01,72.56,9.38,33.56
41450,-0.03,0.06,9.53,0.0,-0.0,0.01,72.56,9.38,33.56
41452,-0.03,0.06,9.53,0.0,-0.0,0.01,72.56,9.38,33.56
41458,-0.04,0.03,9.57,-0.0,0.0,0.01,72.56,9.38,33.56
41460,-0.04,0.03,9.57,-0.0,0.0,0.01,72.56,9.38,33.56
41462,-0.04,0.03,9.57,-0.0,0.0,0.01,72.56,9.38,33.56
41468,-0.02,0.0,9.59,-0.0,0.0,0.01,72.56,9.38,33.56
41470,-0.02,0.0,9.59,-0.0,0.0,0.01,72.56,9.38,33.56
41472,-0.02,0.0,9.59,-0.0,0.0,0.01,72.56,9.38,33.56
41473,-0.02,0.0,9.59,-0.0,0.0,0.01,72.56,9.38,33.56
41475,-0.02,0.0,9.59,-0.0,0.0,0.01,73.69,10.06,34.0
41478,-0.05,0.06,9.66,-0.0,0.01,0.01,73.69,10.06,34.0
41480,-0.05,0.06,9.66,-0.0,0.01,0.01,73.69,10.06,34.0
41482,-0.05,0.06,9.66,-0.0,0.01,0.01,73.69,10.06,34.0
41488,-0.01,0.1,9.62,-0.0,0.01,0.0,73.69,10.06,34.0
41490,-0.01,0.1,9.62,-0.0,0.01,0.0,73.69,10.06,34.0
41492,-0.01,0.1,9.62,-0.0,0.01,0.0,73.69,10.06,34.0
41498,-0.04,0.08,9.61,0.0,0.0,0.0,73.69,10.06,34.0
41500,-0.04,0.08,9.61,0.0,0.0,0.0,73.69,10.06,34.0
41501,-0.04,0.08,9.61,0.0,0.0,0.0,73.69,10.06,34.0
41508,-0.09,0.09,9.5,0.01,0.0,0.0,73.69,10.06,34.0
41510,-0.09,0.09,9.5,0.01,0.0,0.0,73.69,10.06,34.0
41511,-0.09,0.09,9.5,0.01,0.0,0.0,73.69,10.06,34.0
41518,-0.08,0.05,9.61,0.01,-0.0,0.01,73.69,10.06,34.0
41520,-0.08,0.05,9.61,0.01,-0.0,0.01,73.69,10.06,34.0
41521,-0.08,0.05,9.61,0.01,-0.0,0.01,73.69,10.06,34.0
41523,-0.08,0.05,9.61,0.01,-0.0,0.01,73.69,10.06,34.0
41525,-0.08,0.05,9.61,0.01,-0.0,0.01,73.69,10.06,34.0
41528,-0.07,0.02,9.51,0.01,-0.02,0.01,72.87,9.69,32.75
41530,-0.07,0.02,9.51,0.01,-0.02,0.01,72.87,9.69,32.75
41531,-0.07,0.02,9.51,0.01,-0.02,0.01,72.87,9.69,32.75
41537,-0.07,0.02,9.51,0.01,-0.01,0.01,72.87,9.69,32.75
41539,-0.02,0.0,9.5,0.01,-0.01,0.01,72.87,9.69,32.75
41541,-0.02,0.0,9.5,0.01,-0.01,0.01,72.87,9.69,32.75
41542,-0.02,0.0,9.5,0.01,-0.01,0.01,72.87,9.69,32.75
41548,-0.01,0.0,9.58,0.0,-0.0,0.0,72.87,9.69,32.75
41550,-0.01,0.0,9.58,0.0,-0.0,0.0,72.87,9.69,32.75
41552,-0.01,0.0,9.58,0.0,-0.0,0.0,72.87,9.69,32.75
41562,-0.03,-0.01,9.68,0.0,-0.0,-0.0,72.87,9.69,32.75
41568,-0.06,-0.03,9.7,-0.0,0.0,0.0,72.87,9.69,32.75
41570,-0.06,-0.03,9.7,-0.0,0.0,0.0,72.87,9.69,32.75
41572,-0.06,-0.03,9.7,-0.0,0.0,0.0,72.87,9.69,32.75
41574,-0.06,-0.03,9.7,-0.0,0.0,0.0,72.87,9.69,32.75
41575,-0.06,-0.03,9.7,-0.0,0.0,0.0,72.87,9.69,34.0
41578,-0.05,-0.01,9.63,-0.0,0.0,-0.0,72.87,9.69,34.0
