Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z
25255,-0.03,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25257,-0.03,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25259,-0.03,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25262,-0.03,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25266,-0.04,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25268,-0.04,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25269,-0.04,-0.01,9.58,-0.0,0.0,-0.0,73.69,10.06,34.75
25276,-0.03,-0.01,9.58,-0.0,0.0,0.0,73.69,10.06,34.75
25278,-0.03,-0.01,9.58,-0.0,0.0,0.0,73.69,10.06,34.75
25279,-0.03,-0.01,9.58,-0.0,0.0,0.0,73.69,10.06,34.75
25281,-0.03,-0.01,9.58,-0.0,0.0,0.0,73.69,10.06,34.75
25283,-0.03,-0.01,9.58,-0.0,0.0,0.0,72.56,9.38,33.56
25286,-0.05,0.0,9.58,0.0,0.0,0.0,72.56,9.38,33.56
25288,-0.05,0.0,9.58,0.0,0.0,0.0,72.56,9.38,33.56
25290,-0.05,0.0,9.58,0.0,0.0,0.0,72.56,9.38,33.56
25296,-0.03,0.0,9.58,-0.0,0.0,0.0,72.56,9.38,33.56
25297,-0.03,0.0,9.58,-0.0,0.0,0.0,72.56,9.38,33.56
25299,-0.03,0.0,9.58,-0.0,0.0,0.0,72.56,9.38,33.56
25306,-0.05,0.0,9.57,0.0,0.0,-0.0,72.56,9.38,33.56
25308,-0.05,0.0,9.57,0.0,0.0,-0.0,72.56,9.38,33.56
25309,-0.05,0.0,9.57,0.0,0.0,-0.0,72.56,9.38,33.56
25315,-0.02,0.0,9.56,0.0,0.0,0.0,72.56,9.38,33.56
25317,-0.02,0.0,9.56,0.0,0.0,0.0,72.56,9.38,33.56
25319,-0.02,0.0,9.56,0.0,0.0,0.0,72.56,9.38,33.56
