Yaw,Roll,Pitch,x,y,z
210.75,-0.75,-4.1875,-0.138453,-0.177555,-0.13109
211.125,-0.875,-4.125,-0.196251,-0.200124,-0.161939
211.375,-1,-4.0625,-0.145303,-0.102356,-0.085869
211.6875,-1.0625,-4,-0.297728,-0.248333,-0.51688
212,-1.25,-4.0625,-0.490516,-0.296274,-0.221954
212.9375,-1.75,-4.25,-0.399193,-0.366106,-0.331501
213.4375,-2,-4.3125,-0.373575,-0.243625,0.037742
213.8125,-2.25,-4.5,0.038817,-0.03844,0.025739
214.1875,-2.625,-4.4375,-0.022725,-0.001647,-0.018684
214.4375,-2.875,-4.4375,0.049464,0.075916,0.108114
214.625,-3.125,-4.5,-0.022172,-0.117345,-0.005216
214.6875,-3.3125,-4.375,0.329487,0.121602,0.135236
214.9375,-3.875,-4.3125,0.28494,0.240257,0.088145
215.125,-4.0625,-4.3125,0.474492,0.294978,-0.028669
215.1875,-4.1875,-4.3125,-0.08748,-0.017833,0.078613
215.1875,-4.3125,-4.3125,0.29651,0.157172,0.074708
215.1875,-4.25,-4.25,0.404492,0.20453,0.097752
215.1875,-4.3125,-4.25,0.600479,0.172673,-0.100478
215.25,-4.3125,-4.3125,0.293444,0.07529,-0.017597
215.3125,-4.375,-4.3125,0.41312,0.204465,0.147912
215.4375,-4.1875,-4.3125,0.356484,0.331469,0.360699
215.625,-4.25,-4.3125,0.382892,0.227925,0.093071
215.8125,-4.25,-4.3125,0.118852,-0.014554,0.019805
215.875,-4.3125,-4.3125,-0.224533,-0.394704,-0.085499
216.125,-4.375,-4.25,0.133164,0.326622,0.076287
216.6875,-4.6875,-4.4375,0.358356,0.770056,0.575512
216.6875,-4.8125,-4.5,0.910982,0.271114,0.180094
216.5,-5,-4.5,0.112151,0.022434,0.092533
216.5625,-5.25,-4.5,-0.143391,-0.159695,-0.198601
216.5625,-5.5,-4.4375,-0.136009,-0.084696,0.009931
216.5625,-5.8125,-4.4375,0.269674,0.228733,0.120679
216.5,-6.25,-4.4375,-0.074761,-0.326026,-0.250764
216.5,-6.3125,-4.4375,-0.378373,-0.02294,0.193563
216.5,-6.375,-4.4375,0.162475,-0.008981,-0.136862
216.375,-6.25,-4.4375,-0.134116,-0.063676,-0.029525
216.25,-6.0625,-4.4375,-0.105083,0.10364,0.489367
216.0625,-6.25,-4.4375,0.462564,0.23742,0.030788
216.125,-6.4375,-4.5,-0.56325,-0.586142,-0.299163
215.8125,-6.3125,-4.5,-0.10214,-0.035301,0.10601
215.5625,-6.5,-4.5,0.131432,0.341416,0.437826
215.5625,-6.875,-4.5,0.259749,0.21319,0.147321
215.5625,-7.25,-4.4375,0.584703,0.57125,0.363512
215.6875,-7.5,-4.375,-0.159161,0.007584,0.061777
215.9375,-7.875,-4.4375,0.469496,0.176718,0.098939
215.8125,-8.5,-4.5625,0.319026,0.369915,0.226299
215.625,-8.625,-4.5,0.212048,0.009945,-0.076541
215.5625,-8.75,-4.4375,-0.033531,0.08329,0.152794
215.8125,-9,-4.5,0.379512,0.041499,-0.091104
215.8125,-9.125,-4.5,0.258648,0.429948,0.345939
215.875,-9.25,-4.5625,0.417416,0.477294,0.373148
216,-9.3125,-4.5625,0.910114,-0.503606,-0.098623
216.3125,-9.5625,-4.5625,0.758614,0.381873,0.564385
216.5,-9.9375,-4.6875,-0.55292,0.217239,0.399689
216.25,-10.375,-4.6875,0.199238,0.027563,-0.093087
216.125,-10.375,-4.625,0.705845,0.615177,0.47048
216.0625,-10.125,-4.625,0.303323,0.314863,0.247604
216.3125,-10,-4.5625,0.705927,0.295124,-0.095418
216.6875,-9.9375,-4.5625,0.662515,0.214264,0.046589
216.75,-9.5,-4.5,-0.379708,-0.099375,0.18183
216.875,-9.3125,-4.5,-0.341482,-0.322255,-0.100927
217,-9.4375,-4.4375,-0.023082,-0.052258,-0.261625
217.125,-9.625,-4.5,0.179712,0.145935,0.318104
216.875,-9.4375,-4.5,0.145619,0.199634,0.210311
217,-9.1875,-4.5,0.299872,0.327876,0.272098
217.125,-8.625,-4.5625,0.359616,0.322475,0.196747
217.125,-8.25,-4.5625,0.319013,0.256254,0.068299
217.1875,-7.9375,-4.5625,0.342551,0.154884,0.069086
217.1875,-7.5625,-4.5625,0.302617,0.098519,0.071305
217.25,-7.3125,-4.5625,0.183678,0.062992,0.058105
217.3125,-7.125,-4.5625,-0.013773,-0.128437,-0.115185
216.875,-6.9375,-4.5625,-0.167932,-0.217708,-0.234629
216.5,-6.625,-4.5625,-0.210146,-0.188058,-0.144508
216.0625,-6.1875,-4.5625,-0.109181,-0.07712,-0.030003
215.6875,-5.8125,-4.5625,-0.056777,0.006595,0.191154
215.3125,-5.6875,-4.5625,0.09007,0.030722,0.106066
214.75,-5.5625,-4.5625,0.100861,0.035486,0.069862
213.875,-5.375,-4.5,0.054512,-0.017875,-0.045338
213.375,-5.25,-4.5,-0.03914,0.017936,-0.025059
212.875,-5,-4.5625,-0.018875,0.044694,-0.058889
212.375,-4.375,-4.75,0.154033,0.352123,0.17079
212.1875,-3.8125,-4.9375,0.331936,0.274502,-0.3411
211.875,-3.5,-4.625,0.35876,0.620151,0.734218
211.6875,-3.1875,-4.5625,0.484106,0.221076,0.089923
211.375,-2.5,-4.625,0.098623,0.015165,0.016728
211.5625,-2.125,-4.6875,-0.011993,-0.053439,-0.01662
211.75,-1.6875,-4.8125,-0.029363,-0.104736,0.224581
211.9375,-1.5625,-4.8125,0.111974,0.086343,0.135103
212.25,-1.5625,-4.9375,0.198113,0.24298,0.192103
212.5625,-1.5625,-5.125,0.172256,0.174111,0.159612
212.8125,-1.5625,-5.3125,0.152346,0.158568,0.122572
213.1875,-1.5625,-5.75,0.138506,0.145824,0.103195
213.4375,-1.5625,-5.9375,0.136087,0.122327,0.064652
213.5625,-1.5625,-6.0625,0.054187,0.106214,0.130619
213.75,-1.5625,-6.1875,0.134905,0.135857,0.096826
213.875,-1.5625,-6.25,0.099348,0.117522,0.102899
213.875,-1.5625,-6.375,0.115552,0.148109,0.120969
213.9375,-1.5625,-6.375,0.120783,0.149689,0.117394
213.9375,-1.5625,-6.375,0.104162,0.130735,0.084871
213.8125,-1.5625,-6,0.061787,0.069822,0.042168
213.75,-1.5625,-5.75,0.039814,0.056385,0.050358
213.5625,-1.625,-5.375,0.054831,0.066568,0.071211
213.375,-1.625,-5.0625,0.078798,0.083991,0.10032
213.3125,-1.625,-5,0.102927,0.106204,0.097581
213.3125,-1.625,-5,0.105935,0.111075,0.104196
213.25,-1.625,-5,0.11719,0.127245,0.113949
